product_id,nazwa,marka,kategoria,kategorie_ps,ma_warianty_rozmiar,typ_czartu,url_obrazka_jesli_grafika,ma_kalkulator_inline,uwagi
6145,Rękawice BARE GLOVE 3mm Czarne,BARE,rekawice,Rękawice,T,grafika,https://divezone.pl/img/cms/BARE/Rozmiary rękawic Bare.png,N,img nazwany jak size chart
6384,Rękawice BARE S-Flex 3mm,BARE,rekawice,Rękawice,T,grafika,https://divezone.pl/img/cms/BARE/Rozmiary rękawic Bare.png,N,img nazwany jak size chart
6385,Rękawice BARE S-Flex 5mm,BARE,rekawice,Rękawice,T,grafika,https://divezone.pl/img/cms/BARE/Rozmiary rękawic Bare.png,N,img nazwany jak size chart
4763,Rękawice BARE Tropic Pro 2mm Czarne,BARE,rekawice,Rękawice,T,grafika,https://divezone.pl/img/cms/BARE/Rozmiary rękawic Bare.png,N,img nazwany jak size chart
4764,Rękawice BARE Tropic Sport 2mm,BARE,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
4738,Rękawice BODY GLOVE Exo 5mm,BODY GLOVE,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
4737,Rękawice BODY GLOVE Fusion Finger 3mm roz. M,BODY GLOVE,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
4507,Zestaw do samodzielnego montażu Checkup Dive Systems,Checkup Dive Systems,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
5043,KWARK Rękawiczki 5 palców Power Stretch Pro wersja skrócona,KWARK,rekawice,Rękawice i Pierścienie,T,grafika,https://divezone.pl/img/cms/KWARK/kwark-rekawice-tab.jpg,N,img nazwany jak size chart
4387,KWARK Rękawiczki 5 palców Power Stretch Pro z mankietem,KWARK,rekawice,Rękawice i Pierścienie,T,grafika,https://divezone.pl/img/cms/KWARK/kwark-rekawice-tab.jpg,N,img nazwany jak size chart
5328,KWARK Rękawiczki 5 palców Windblock wersja skrócona dla nurków,KWARK,rekawice,Rękawice i Pierścienie,T,grafika,https://divezone.pl/img/cms/KWARK/kwark-rekawice-tab.jpg,N,img nazwany jak size chart
6368,Rękawiczki KWARK Flex,KWARK,rekawice,Rękawice i Pierścienie,T,grafika_do_weryfikacji,https://divezone.pl/img/cms/KWARK/kwark-rekawice-foto.jpg,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; kandydat=ostatni img
7292,Mares Rękawice FLEXA CLASSIC 5MM,MARES,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
4184,NO GRAVITY Rękawiczki (wkładki grube) Thermal PRO,NO GRAVITY,rekawice,Rękawice i Pierścienie,T,grafika_do_weryfikacji,,N,tabela etykiet rozmiarow BEZ progow; brak img
4183,NO GRAVITY Rękawiczki (wkładki) Power Stretch,NO GRAVITY,rekawice,Rękawice i Pierścienie,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
6295,"OMS Suche Rękawice + Ring System, kompletny zestaw",OMS,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
6213,SANTI Rękawice grzewcze 2.0,SANTI,rekawice,Rękawice i Pierścienie,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
5141,SANTI Suche szare rękawice bez manszet,SANTI,rekawice,Rękawice i Pierścienie,T,grafika_do_weryfikacji,,N,tabela etykiet rozmiarow BEZ progow; brak img
4392,SANTI Zimowe wkłady do suchych rękawic,SANTI,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
7395,Santi Suche Rękawice Exclusive do suchych skafandrów,SANTI,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
3885,Wkłady SANTI do suchych rękawic,SANTI,rekawice,Rękawice i Pierścienie,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
5467,Zestaw SANTI Smart Gloves,SANTI,rekawice,Rękawice i Pierścienie,N,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
3366,Rękawice SCUBAPRO D-Flex 2mm,SCUBAPRO,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
2286,Rękawice SCUBAPRO Everflex 5mm,SCUBAPRO,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
6244,Rękawice SCUBAPRO G-Flex 5mm,SCUBAPRO,rekawice,Rękawice,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; tabela etykiet rozmiarow BEZ progow; brak img
3368,Rękawice SCUBAPRO G-Flex X-treme 5mm,SCUBAPRO,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
2287,"Rękawice SCUBAPRO Tropic 1,5mm",SCUBAPRO,rekawice,Rękawice,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
5546,"Rękawice SCUBAPRO Tropic Kolorowe 1,5mm",SCUBAPRO,rekawice,Rękawice,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
3367,Rękawice SCUBAPRO Ultra Titan 3mm,SCUBAPRO,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
2288,Rękawice Scubapro GRIP SEMI DRY,SCUBAPRO,rekawice,Rękawice,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; brak img
3399,Rękawice suche SHOWA 495 z ociepleniem,SHOWA,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
3398,Rękawice suche SHOWA 660,SHOWA,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
4725,Rękawice suche SHOWA 720,SHOWA,rekawice,Rękawice i Pierścienie,T,grafika_do_weryfikacji,,N,tabela etykiet rozmiarow BEZ progow; brak img
3954,SI-TECH Komplet pierścieni do samodzielnego montażu,Si-Tech,rekawice,Rękawice i Pierścienie,N,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
3685,SI-TECH Pierścienie QCP do suchych rękawic,Si-Tech,rekawice,Rękawice i Pierścienie,N,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
5405,SI-TECH Pierścienie do manszet,Si-Tech,rekawice,Rękawice i Pierścienie,N,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
3956,SI-TECH Pierścienie do rękawic,Si-Tech,rekawice,Rękawice i Pierścienie,N,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
3955,Si-Tech Pierścienie owalne Antares (zestaw),Si-Tech,rekawice,Rękawice i Pierścienie,N,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
6143,"Rękawice TECLINE Kevlar 2,5mm",TECLINE,rekawice,Rękawice,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
6712,Rękawice TECLINE Kevlar 5mm,TECLINE,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
6106,Rękawice neoprenowe Semi Dry TECLINE 5mm,TECLINE,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
6105,Rękawice neoprenowe TECLINE 5 mm,TECLINE,rekawice,Rękawice,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
7614,Rękawice neoprenowe Tusa 5 mm,TECLINE,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
5394,Rękawice TUSA DG-5600,TUSA,rekawice,Rękawice,T,grafika_do_weryfikacji,,N,tabela etykiet rozmiarow BEZ progow; brak img
6373,Rękawice TUSA TA-0209,TUSA,rekawice,Rękawice,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
6580,Rękawice TUSA TA-0209 WYPRZEDAŻ,TUSA,rekawice,Rękawice,T,grafika_do_weryfikacji,,N,tabela etykiet rozmiarow BEZ progow; brak img
4773,System VDS Inset (zestaw),VDS System,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
4599,System VDS Smart (zestaw),VDS System,rekawice,Rękawice i Pierścienie,T,nic,,N,"brak img-chartu, brak tabeli progow, brak kalkulatora"
5526,AQUALUNG Balance Comfort Pianka Damska 7 mm,AQUALUNG,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika,https://divezone.pl/img/cms/Aqualung/Aqalung_Wetsuit_Size_Chart%20pdf_1.png,N,img nazwany jak size chart
6075,"AQUALUNG Dynaflex 5,5mm Damski",AQUALUNG,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6074,"AQUALUNG Dynaflex 5,5mm Męski",AQUALUNG,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6077,AQUALUNG Dynaflex 7mm Damski,AQUALUNG,skafander_mokry,Skafandry Na ZIMNE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
6076,AQUALUNG Dynaflex 7mm Męski,AQUALUNG,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
7606,"AQUALUNG Hydroflex v.2, Pianka Damska SHORTY 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
7605,"AQUALUNG Hydroflex v.2, Pianka Męska SHORTY 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6691,"AQUALUNG Hydroflex, Pianka Damska 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6693,"AQUALUNG Hydroflex, Pianka Damska SHORTY 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
6690,"AQUALUNG Hydroflex, Pianka Męska 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6692,"AQUALUNG Hydroflex, Pianka Męska SHORTY 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
7610,"AQUALUNG JUMPSUIT HYDROFLEX, Pianka Damska 3 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
7604,"AQUALUNG JUMPSUIT HYDROFLEX, Pianka Męska 3/2 mm",AQUALUNG,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6325,Aqualung AquaFlex 5mm Lady,AQUALUNG,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika,https://divezone.pl/img/p/1/4/4/8/7/14487.jpg,N,img nazwany jak size chart
6410,AQUAZONE Skafander Mokry CLASSIC 5mm + Docieplenie,Aqua Zone,skafander_mokry,Komplety Pianek do nurkowania + Skafandry Na ZIMNE wody,T,grafika,https://divezone.pl/img/p/1/5/6/5/1/15651.jpg,N,img nazwany jak size chart
6411,AQUAZONE Skafander Mokry EXTREME 6mm + Docieplenie,Aqua Zone,skafander_mokry,Komplety Pianek do nurkowania + Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,https://divezone.pl/img/p/1/5/6/5/6/15656.jpg,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; kandydat=ostatni img
6073,BARE 2mm Revel Shorty - męskie,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,https://divezone.pl/12542-thickbox_default/bare-revel-7mm-full-meski.jpg,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; kandydat=ostatni img
6838,BARE 5mm Evoke Full,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
6831,BARE 5mm Reactive Full,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
6834,BARE 7mm Reactive Full,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
4553,BARE Guppy dla dzieci,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,tekst,,N,tabela progow (>=2 wymiary ciala)
5090,BARE Nixie Full 3/2mm Damski roz. 2,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,tekst,,N,tabela progow (>=4 wymiary ciala)
5095,BARE Nixie Shorty 2mm Damskie,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,https://divezone.pl/img/cms/BARE/bare-nixie-tab-pol.jpg,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; kandydat=ostatni img
6839,BARE Nixie Ultra Full 5mm Damski,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,nic,,N,"ma <table> (spec, nie rozmiarowa); brak innych sygnalow rozmiaru"
6841,BARE Nixie Ultra Full 7mm Damski,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; brak img
5105,BARE Nixie Vest 7mm Damska,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,https://divezone.pl/img/cms/BARE/bare-nixie-tab-pol.jpg,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; kandydat=ostatni img
5913,BARE Revel 3/2mm Full Męski,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,https://divezone.pl/12542-thickbox_default/bare-revel-7mm-full-meski.jpg,N,tekst wspomina dobor/tabele rozmiaru; jest <table> spec; kandydat=ostatni img
3537,BARE Sport 2mm Shorty Damskie roz. 8,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,,N,tekst wspomina dobor/tabele rozmiaru; brak img
5107,BARE Sport S-Flex 2mm Shorty Męski,BARE,skafander_mokry,Skafandry Na CIEPŁE wody,T,grafika_do_weryfikacji,https://divezone.pl/img/cms/BARE/bare-sflex-tab-pol.jpg,N,tekst wspomina dobor/tabele rozmiaru; tabela etykiet rozmiarow BEZ progow; kandydat=ostatni img
5111,BARE Sport S-Flex Vest 7mm Męski,BARE,skafander_mokry,Skafandry Na ZIMNE wody,T,grafika_do_weryfikacji,https://divezone.pl/img/cms/BARE/bare-sflex-tab-pol.jpg,N,tekst wspomina dobor/tabele rozmiaru; tabela etykiet rozmiarow BEZ progow; kandydat=ostatni img
